,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
GO:0000070,GO:0000070,mitotic sister chromatid segregation,162,0.400851963671482,2.2514123879241,1e-10,1.96570310860822e-09,5.80281360474752e-10,5915,tags=35%, list=19%, signal=28%,701/285643/9232/11004/81620/9700/83540/113130/5347/4751/9055/79075/990/9212/11065/699/11130/10615/7272/29127/51529/64151/55143/27127/9787/83903/3833/642636/9493/151648/3834/146909/10540/54892/9555/991/4085/9735/10300/10459/10403/26271/151246/7283/1843/79998/1062/5119/84722/90417/10460/128866/3837/9587/23636/56984
GO:0000819,GO:0000819,sister chromatid segregation,189,0.382517740303257,2.2019651819295,1e-10,1.96570310860822e-09,5.80281360474752e-10,5915,tags=33%, list=19%, signal=27%,701/285643/9232/11004/81620/9700/83540/113130/5347/4751/9055/79075/990/9212/11065/7153/699/11130/10615/7272/29127/2237/51529/116028/150280/64151/55143/27127/9787/83903/3833/642636/9493/151648/3834/146909/10734/157570/10540/79892/54892/9555/991/4085/9735/10300/10459/10403/26271/151246/7283/1843/79998/1062/5119/84722/90417/10460/128866/3837/9587/23636/56984
GO:0001505,GO:0001505,regulation of neurotransmitter levels,200,0.385176638008055,2.20208446577961,1e-10,1.96570310860822e-09,5.80281360474752e-10,5681,tags=42%, list=18%, signal=35%,3766/116443/6539/2572/9152/440279/143425/2914/590/8825/8499/145270/6861/6507/25953/5582/6512/2901/8618/6582/9699/120892/815/339302/5865/3176/6511/27445/26002/148/5413/8447/8775/1312/6529/148281/23621/808/1812/11315/2571/8676/150/783/80736/43/9378/41/10211/90019/23396/3690/2555/8541/3688/8773/222962/6506/10497/9342/6854/1103/79772/5538/6530/477/55784/5023/6809/9379/5071/23413/63908/2030/112755/84062/8224/3356/2670/23557/6804/100289017/23208/6813
GO:0001906,GO:0001906,cell killing,175,0.422237432716254,2.375053750259,1e-10,1.96570310860822e-09,5.80281360474752e-10,4532,tags=33%, list=15%, signal=28%,1669/1668/1991/566/1511/8993/820/4057/383/81494/735/3606/6283/4069/634/3105/1113/3151/7305/3805/57823/149233/3952/3106/3135/3916/10383/8807/2597/4589/8970/3133/59067/3078/6688/80329/64581/3140/140823/409/909/85236/9437/146850/3684/4615/10859/3902/201294/3594/5027/4843/3592/11035/3965/3273/57817/5196
GO:0002221,GO:0002221,pattern recognition receptor signaling pathway,158,0.429376971121233,2.39278484968696,1e-10,1.96570310860822e-09,5.80281360474752e-10,6408,tags=44%, list=21%, signal=35%,4057/57402/26253/9971/2867/3659/2672/3304/3430/7301/2219/92610/10062/2099/23643/4814/55765/80216/57590/64127/285852/26007/6565/1520/57864/11314/3303/1535/7867/409/9111/10211/8638/929/9261/55366/4615/4940/353376/8767/11213/3665/56927/118788/79671/81570/64135/7353/388325/3929/7096/114609/338382/11027/7100/4067/146722/84282/7099/25921/6397/7097/3146/81035/10333/4938/130120/23586/148022
GO:0002833,GO:0002833,positive regulation of response to biotic stimulus,155,0.442686945681728,2.4807371798836,1e-10,1.96570310860822e-09,5.80281360474752e-10,5503,tags=40%, list=18%, signal=33%,115362/29126/383/9447/5225/338322/2867/58484/117854/3430/2219/7305/3805/2358/400709/4332/3135/3916/83666/5359/8807/23643/5322/3133/6714/59067/29108/6688/55122/64127/64581/3140/1535/5058/9111/8638/3148/3902/2896/3665/3592/6352/3273/388325/3929/3263/3134/3055/5819/114609/354/3593/11027/3428/4067/115004/57506/84166/7099/3320/5578/81030
GO:0006261,GO:0006261,DNA-dependent DNA replication,147,0.427399739507416,2.35127259728246,1e-10,1.96570310860822e-09,5.80281360474752e-10,7901,tags=50%, list=25%, signal=38%,146956/90381/79733/5888/647309/81620/4998/8318/79075/990/5985/51053/8099/4173/2237/8914/23594/29980/63901/4171/5111/5425/55388/5557/10533/84083/79892/144455/4683/9134/55345/10189/11177/26271/9401/389643/3159/4796/604/9837/5423/4175/5982/5984/25939/51750/51507/201254/57379/10721/11073/10926/91607/9400/80174/4174/56897/92797/5426/4176/8317/30968/57418/5424/10714/348654/222229/54921/54107/253714/6419/55159/92667/58525
GO:0006323,GO:0006323,DNA packaging,178,0.428664752036049,2.39822443774132,1e-10,1.96570310860822e-09,5.80281360474752e-10,5228,tags=37%, list=17%, signal=31%,8352/8358/8091/983/3009/8968/55723/8355/8342/11339/8356/9271/55355/8340/387103/440689/3014/113130/5347/8348/8363/3018/8365/55506/8346/8349/7153/8970/8354/8364/6847/8294/8360/8370/50511/10595/8357/64151/8368/554313/4673/4171/653604/84875/8344/3148/8350/85236/8362/56979/6732/8341/54069/23569/54892/22933/8361/9555/8208/8345/8366/8339/5119/3020/646817/57673
GO:0006333,GO:0006333,chromatin assembly or disassembly,157,0.446105427934468,2.49882377333895,1e-10,1.96570310860822e-09,5.80281360474752e-10,5228,tags=37%, list=17%, signal=31%,8352/8358/6604/3009/11240/8968/55723/8355/8342/11339/8356/55355/8340/387103/440689/3014/8348/8363/3018/8365/55506/8346/8349/8970/8354/8364/8294/8360/8370/8357/8368/554313/4673/4171/653604/84875/8344/3148/8350/85236/8362/56979/4778/8341/54069/23569/22933/8361/9555/8208/3159/8345/8366/8339/55201/3020/646817/57673
GO:0006334,GO:0006334,nucleosome assembly,112,0.480452529662257,2.53003001326037,1e-10,1.96570310860822e-09,5.80281360474752e-10,5164,tags=44%, list=17%, signal=37%,8352/8358/3009/8968/55723/8355/8342/11339/8356/55355/8340/387103/440689/3014/8348/8363/3018/8365/55506/8346/8349/8970/8354/8364/8294/8360/8370/8357/8368/554313/4673/4171/653604/8344/3148/8350/85236/8362/8341/54069/23569/8361/9555/8208/8345/8366/8339/3020/646817
GO:0006821,GO:0006821,chloride transport,100,0.479645595674926,2.48280657785955,1e-10,1.96570310860822e-09,5.80281360474752e-10,4995,tags=45%, list=16%, signal=38%,2554/6557/200959/9635/57468/5031/2566/2569/80727/706/7809/846/6505/9629/6507/65266/116369/7439/2568/65012/375611/57282/203859/2561/115019/6529/63982/5348/55107/2559/8001/1181/2560/196527/2555/5724/54102/2570/766/115111/1811/84561/2915/1364/1192
GO:0015698,GO:0015698,inorganic anion transport,170,0.440110507659787,2.50775427415024,1e-10,1.96570310860822e-09,5.80281360474752e-10,5078,tags=38%, list=16%, signal=32%,10568/2554/6557/200959/85320/9635/9376/57468/5031/2566/64116/2569/80727/706/7809/846/6505/9629/1244/8074/6507/65266/116369/5167/10060/6568/7439/2568/65012/375611/57282/203859/29127/2561/115019/6529/63982/5348/55107/2559/8001/23516/1181/6424/2560/55867/196527/2555/10257/5724/54102/439/2570/766/55144/115111/1811/7038/84561/2915/1364/6569/8714/1192/2542
